Locus	Name	Definition	MolType	MolStruct	Taxonomy	DB_origin	Length	prophage	nb_prot	GC	nb_PhROGs	nb_Sing	nb_Paralog	Host name	Superkingdom	phylum	class	order	family	genus	species	Full taxo	Full taxo with lvl
VI_00550	Bacilli_gi_501128942_24125_54786	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30661	yes	41	37.98	41	0	0	Enterococcus faecium EnGen0138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium EnGen0138	NA	NA
VI_00587	Bacilli_gi_502174949	Uncultured Enterococcus phage EF62phi	DNA	linear	Viruses; unclassified phages; Enterococcus phage EF62phi; environmental samples.	VirSorter	30653	no	48	32.56	47	0	1	Enterococcus faecalis EnGen0366	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis EnGen0366	NA	NA
VI_05336	Bacilli_gi_544798983_62258_92912	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30629	yes	46	35.34	43	3	0	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN2	NA	NA
KX160210	Lactococcus phage 62502	Lactococcus phage 62502, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30616	undef	52	36.08	51	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793117	Lactococcus phage 936 group phage PhiG	Lactococcus phage 936 group phage PhiG, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30594	undef	58	34.61	56	2	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793116	Lactococcus phage 936 group phage Phi13.16	Lactococcus phage 936 group phage Phi13.16, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30577	undef	54	34.66	53	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05643	Betaproteobacteria_gi_487457893	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	30563	no	42	53.86	42	0	0	Neisseria meningitidis 64182	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis 64182	NA	NA
KX160211	Lactococcus phage 62503	Lactococcus phage 62503, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30556	undef	50	36.32	48	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775696	Lactococcus phage LP0509	Lactococcus phage LP0509, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30547	undef	54	34.93	54	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775691	Lactococcus phage LP0109	Lactococcus phage LP0109, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30537	undef	54	34.82	53	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793115	Lactococcus phage 936 group phage Phi114	Lactococcus phage 936 group phage Phi114, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30532	undef	53	34.68	52	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
NC_008370	Lactococcus virus 712	Lactococcus phage 712, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus	REFSEQ	30510	undef	55	33.88	53	1	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775702	Lactococcus phage LP1407	Lactococcus phage LP1407, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30508	undef	55	34.9	54	1	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
NC_017732	Enterococcus phage EF62phi	Enterococcus phage EF62phi, complete genome.	DNA	linear	Viruses; unclassified bacterial viruses	REFSEQ	30505	undef	48	32.65	45	2	1	Enterococcus faecalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1;131567;2;1239;91061;186826;81852;1350;1351	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Enterococcaceae|family;Enterococcus|genus;Enterococcus faecalis|species
VI_05752	Clostridia_gi_153883612_29538_60066	Uncultured Clostridium phage phi3626	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Clostridium phage phi3626; environmental samples.	VirSorter	30505	yes	46	28.72	45	1	0	Clostridium perfringens B str. ATCC 3626	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens B str. ATCC 3626	NA	NA
VI_00819	Bacilli_gi_239633784_516453_546930	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30477	yes	42	35.44	39	3	0	Enterococcus faecium Com12	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium Com12	NA	NA
KP793114	Lactococcus phage 936 group phage Phi17	Lactococcus phage 936 group phage Phi17, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30463	undef	56	34.79	55	1	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05328	Bacilli_gi_544790345	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30393	no	53	35.54	45	6	2	Lactococcus lactis subsp. cremoris TIFN7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis subsp. cremoris TIFN7	NA	NA
KP793113	Lactococcus phage 936 group phage PhiF.17	Lactococcus phage 936 group phage PhiF.17, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30389	undef	56	34.71	56	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05629	Betaproteobacteria_gi_487435052	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	30351	no	43	53.91	43	0	0	Neisseria meningitidis 94018	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis 94018	NA	NA
MF775695	Lactococcus phage LP0304	Lactococcus phage LP0304, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30344	undef	54	34.88	54	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775693	Lactococcus phage LP0209	Lactococcus phage LP0209, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30339	undef	53	34.76	52	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05655	Betaproteobacteria_gi_487482935	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	30339	no	43	53.91	43	0	0	Neisseria meningitidis NM604	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis NM604	NA	NA
NC_016164	Synechococcus phage S-CBS1	Synechococcus phage S-CBS1, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	30332	undef	43	58.74	31	11	1	Synechococcus sp.	Bacteria	Cyanobacteria	unknown	Chroococcales	unknown	Synechococcus	Synechococcus sp.	1;131567;2;1117;1301283;1118;1129;1131	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Cyanobacteria|phylum;Oscillatoriophycideae|subclass;Chroococcales|order;Synechococcus|genus;Synechococcus sp.|species
VI_05645	Betaproteobacteria_gi_487463704	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	30332	no	43	53.91	43	0	0	Neisseria meningitidis 96024	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis 96024	NA	NA
MF775674	Lactococcus phage LP9206b	Lactococcus phage LP9206b, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30309	undef	53	34.85	52	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775672	Lactococcus phage LP9205b	Lactococcus phage LP9205b, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30296	undef	53	34.81	52	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_04429	Bacilli_gi_293572592	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30271	no	48	36.54	43	3	2	Enterococcus faecium E980	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium E980	NA	NA
MF775703	Lactococcus phage LP1502a	Lactococcus phage LP1502a, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30247	undef	52	35.12	50	2	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KX160209	Lactococcus phage 58502	Lactococcus phage 58502, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30238	undef	49	36.2	48	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775681	Lactococcus phage LP9406	Lactococcus phage LP9406, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30237	undef	54	34.83	54	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775692	Lactococcus phage LP0202	Lactococcus phage LP0202, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30236	undef	54	34.93	54	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775684	Lactococcus phage LP9801	Lactococcus phage LP9801, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30204	undef	55	34.85	53	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_04551	Bacilli_gi_485066299	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30186	no	39	35.5	28	9	2	Lactococcus garvieae UNIUD074	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae UNIUD074	NA	NA
KP793112	Lactococcus phage 936 group phage Phi129	Lactococcus phage 936 group phage Phi129, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30178	undef	54	35.03	52	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05825	Clostridia_gi_499152390	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30175	no	50	31.74	48	1	1	Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008	NA	NA
VI_05785	Clostridia_gi_485045058	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	30162	no	35	26.82	24	11	0	Clostridium botulinum V891	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum V891	NA	NA
KP793134	Lactococcus phage 936 group phage PhiS0139	Lactococcus phage 936 group phage PhiS0139, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30116	undef	53	35.19	53	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775690	Lactococcus phage LP0004d	Lactococcus phage LP0004d, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30104	undef	55	34.81	53	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775687	Lactococcus phage LP0004a	Lactococcus phage LP0004a, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30093	undef	55	34.81	53	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775679	Lactococcus phage LP9405a	Lactococcus phage LP9405a, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30083	undef	53	34.97	53	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
